,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,district
1021,10000230,White Palace Hotel,"40 Soi Somprasong 3 (Petchburi 15) Petchburi Road, Rajthevee, Pratunam, Bangkok, Thailand, 10400",3.0,7.9,Baiyoke II Tower && 250 m ; Suan Pakkad Palace && 250 m ; Phayathai Plaza && 280 m ; Indra Square && 310 m ; Krung Thong Plaza && 310 m ; Airport Rail Link Ratchaprarob Station && 360 m ; Country Road Fashions && 390 m ; Wang Suan Phakkat Palace && 400 m ; Pantip Plaza IT Mall && 400 m ; Phyathai 1 Hospital && 410 m,Central World && 960 m ; Jim Thompson && 1.19 km ; Terminal 21 Shopping Mall && 3.07 km ; Wat Saket && 3.39 km ; Yaowarat Road && 3.43 km ; Khao San Road && 4.36 km ; Wat Pho Temple && 4.97 km ; Wat Phra Kaew && 5 km ; Grand Palace && 5.04 km ; Asiatique - The Riverfront && 6.74 km,Pratunam
1022,10000231,The Shade House,"10 Soi Bang Na-Trat 4 Bang Na, Bang Na, Bangkok, Thailand, 10260",3.0,8.1,Berkeley International School && 250 m ; Wat Sri Iam Temple && 380 m ; BITEC Bang Na && 590 m ; Bang Na BTS Station && 1.19 km ; Udom Suk BTS Station && 1.22 km ; Bangkok Patana International School && 1.3 km ; Manarom Hospital && 1.53 km ; The Orthodox St.Nicolas Church && 1.54 km ; Siam Paradise Night Bazar && 1.61 km ; Twin Lotus Hospital && 1.62 km,Terminal 21 Shopping Mall && 9.49 km ; Central World && 11.7 km ; Asiatique - The Riverfront && 12.62 km ; Jim Thompson && 12.8 km ; Yaowarat Road && 13.78 km ; Wat Saket && 14.92 km ; Wat Pho Temple && 15.67 km ; Wat Phra Kaew && 15.96 km ; Khao San Road && 16 km ; Grand Palace && 16.03 km,Bang Na
1023,10000232,Chinatown Hotel,"526 Yaowarat Rd, Samphantawong, China Town, Bangkok, Thailand, 10100",3.0,8.4,Whitespace Gallery && 180 m ; The Museum of Thai Red Cross Society && 190 m ; Yaowarat Road && 190 m ; Chinatown - Bangkok && 230 m ; Hang Sura Lao Ngi Chun && 260 m ; Lin Zhen Xiang - Titbits and Snacks && 280 m ; Wat Traimit && 320 m ; Trok Itsaranuphap && 360 m ; 22 July Roundabout && 400 m ; Odeon Roundabout && 410 m,Yaowarat Road && 190 m ; Wat Saket && 1.67 km ; Wat Pho Temple && 2.13 km ; Jim Thompson && 2.15 km ; Wat Phra Kaew && 2.37 km ; Grand Palace && 2.44 km ; Khao San Road && 2.56 km ; Central World && 3.12 km ; Asiatique - The Riverfront && 4.04 km ; Terminal 21 Shopping Mall && 5.33 km,China Town
1024,10000234,Ravipha Residences,"92, Soi Sammakorn2, Prachaniwet1 Rd., Ladyao, Chatuchak, Bangkok, Thailand, 10900",3.0,7.5,Khlong Prem Prison && 1.02 km ; Bon Marche Market Park && 1.05 km ; Fortune Town IT Mall && 1.3 km ; The Government Complex && 1.76 km ; Kasemrad Prachacheun Hospital && 1.78 km ; Kasetsart University && 1.94 km ; Rajavinitbangkhen School && 2.04 km ; Winks && 2.06 km ; Horwang School && 2.61 km ; Central Plaza Ladprao && 2.7 km,Jim Thompson && 10.44 km ; Central World && 10.56 km ; Wat Saket && 10.81 km ; Khao San Road && 10.84 km ; Terminal 21 Shopping Mall && 11.41 km ; Grand Palace && 11.97 km ; Wat Phra Kaew && 11.99 km ; Yaowarat Road && 12.01 km ; Wat Pho Temple && 12.27 km ; Asiatique - The Riverfront && 16.05 km,Chatuchak
1025,10000235,Resort V MRT Huai Khwang,"405/1, 405/2 Soi Inthamara 47, Ratchadaphisek Road, Huai Kwang, Ratchadaphisek, Bangkok, Thailand, 10310",3.0,6.5,The Street && 490 m ; Mansion 7 Shopping Center && 510 m ; Sutthisan MRT Station && 650 m ; Huai Khwang MRT Station && 690 m ; Huay Kwang Night Bazaar && 800 m ; Huay Kwang Stadium && 950 m ; Embassy of Turkey && 1.69 km ; CW Tower && 1.69 km ; Ratchadaphisek MRT Station && 1.81 km ; Siam Niramit && 1.86 km,Terminal 21 Shopping Mall && 5.37 km ; Central World && 5.52 km ; Jim Thompson && 6.07 km ; Wat Saket && 7.75 km ; Yaowarat Road && 8.25 km ; Khao San Road && 8.42 km ; Wat Phra Kaew && 9.38 km ; Grand Palace && 9.39 km ; Wat Pho Temple && 9.46 km ; Asiatique - The Riverfront && 11.58 km,Ratchadaphisek
1026,10000241,Sleep Withinn Hotel,"76 Rambuttri Road, Banglunphu, Pranakorn, Khaosan, Bangkok, Thailand, 10200",3.5,8.6,Suit up! Bespoke Tailor && 20 m ; Yes Boss Tailor && 40 m ; St. Michaels Fashions && 70 m ; Rambuttri Road && 80 m ; Th Khao San Market && 80 m ; Molly Bar && 80 m ; K.Boss Tailors && 110 m ; Silk Bar && 110 m ; Nittaya Curry Shop && 110 m ; Hippie de Bar && 120 m,Khao San Road && 220 m ; Grand Palace && 1.22 km ; Wat Phra Kaew && 1.25 km ; Wat Saket && 1.28 km ; Wat Pho Temple && 1.59 km ; Yaowarat Road && 2.6 km ; Jim Thompson && 3.63 km ; Central World && 4.86 km ; Asiatique - The Riverfront && 6.3 km ; Terminal 21 Shopping Mall && 7.33 km,Khaosan
1027,10000242,Petpimarn Boutique Resort,"99/89 Moo 6 Toong Song Hong, Laksi District, Chatuchak, Bangkok, Thailand, 10210",3.0,6.8,Bon Marche Market Park && 1.23 km ; Khlong Prem Prison && 1.26 km ; Rajavinitbangkhen School && 1.32 km ; The Mall Ngamwongwan && 1.72 km ; Tesco Lotus Nonthaburi && 1.72 km ; The Government Complex && 1.79 km ; Kasemrad Prachacheun Hospital && 2.2 km ; Durakij Pundit University && 2.22 km ; Fortune Town IT Mall && 2.33 km ; Tesco Lotus Rattanathibet && 2.43 km,Khao San Road && 11.46 km ; Jim Thompson && 11.47 km ; Wat Saket && 11.56 km ; Central World && 11.72 km ; Grand Palace && 12.57 km ; Wat Phra Kaew && 12.61 km ; Terminal 21 Shopping Mall && 12.74 km ; Yaowarat Road && 12.86 km ; Wat Pho Temple && 12.92 km ; Asiatique - The Riverfront && 16.96 km,Chatuchak
1028,10000243,Sabaidee Minitel Hotel,"325/72-73 Lannluang Road, Siyeakmahanark, Dusit, Khaosan, Bangkok, Thailand, 10300",3.5,7.4,B.B. Fashion && 10 m ; Wat Sunthon Thammathon Temple && 160 m ; Bobae Market - Wholesale Clothing && 250 m ; Nang Loeng Market && 290 m ; Bobae Market && 300 m ; Baan Pitsanulok && 320 m ; Mission Hospital && 320 m ; Wat Ratchadathisathan Ratchaworawihan && 440 m ; Wat Prasat && 440 m ; Bobe Market Pier && 450 m,Wat Saket && 1.09 km ; Jim Thompson && 1.62 km ; Khao San Road && 1.96 km ; Yaowarat Road && 2.01 km ; Wat Phra Kaew && 2.73 km ; Grand Palace && 2.75 km ; Wat Pho Temple && 2.8 km ; Central World && 2.83 km ; Terminal 21 Shopping Mall && 5.29 km ; Asiatique - The Riverfront && 6.12 km,Khaosan
1029,10000244,Oberry Resort,"9/9 Soi Ekamai7, Sukhumvit 63 Rd, Klongton-Nue, Sukhumvit, Bangkok, Thailand, 10110",3.0,7.8,"Nung-Len && 160 m ; Bangkok Farmer's Market && 430 m ; J Avenue, Thonglor && 460 m ; Witch’s Tavern && 470 m ; The Commons && 480 m ; theCOMMONS && 500 m ; The Eight, Thonglor && 540 m ; Divana Divine Spa && 590 m ; Tuba && 650 m ; Camillian Hospital && 710 m",Terminal 21 Shopping Mall && 2.82 km ; Central World && 5.26 km ; Jim Thompson && 6.5 km ; Yaowarat Road && 8.3 km ; Wat Saket && 8.89 km ; Asiatique - The Riverfront && 9.5 km ; Khao San Road && 9.95 km ; Wat Pho Temple && 10.2 km ; Wat Phra Kaew && 10.35 km ; Grand Palace && 10.4 km,Sukhumvit
1030,10000245,Bangkok Loft Inn,"55 Somdet Phra Chao Taksin Rd., Bangyeerua, Thonburi, Bangkok, Thailand, 10600",3.5,7.8,Wongwian Yai BTS Station && 300 m ; Wongwian Yai area && 600 m ; Pho Nimit BTS Station && 680 m ; Krungdhon 1 Hospital && 850 m ; Wat Intharam Worawiharn && 860 m ; WOOLRICH && 1.09 km ; Krung Thon Buri BTS Station && 1.16 km ; Bansomdejchaopraya Rajabhat University && 1.29 km ; Perfect Shirts Tailor && 1.47 km ; Suksanari School && 1.5 km,Asiatique - The Riverfront && 2.36 km ; Wat Pho Temple && 2.75 km ; Yaowarat Road && 2.85 km ; Wat Phra Kaew && 3.13 km ; Grand Palace && 3.19 km ; Wat Saket && 3.92 km ; Khao San Road && 4.15 km ; Jim Thompson && 5 km ; Central World && 5.79 km ; Terminal 21 Shopping Mall && 7.63 km,Thonburi
1031,10000247,Smart Mansion,"8 Soi 164 Yek 3 Ramkhamhaeng Road ,Minburi, Suvarnabhumi Airport, Bangkok, Thailand, 10510",3.5,7.4,Kwan-Riam Floating Market && 510 m ; Unique Tailor && 1.68 km ; Wat Bang Peng Tai Temple && 2.08 km ; Siam Park City && 2.2 km ; Big C Sukhaphiban 3 && 2.22 km ; Fashion Island && 2.24 km ; The Paseo Town && 2.69 km ; Amorini Mall && 3.23 km ; Nopparat Rajathanee Hospital && 3.42 km ; Seri Thai Memorial Museum && 4.18 km,Terminal 21 Shopping Mall && 17.46 km ; Central World && 19.32 km ; Jim Thompson && 20.36 km ; Wat Saket && 22.52 km ; Yaowarat Road && 22.56 km ; Khao San Road && 23.36 km ; Wat Pho Temple && 24.17 km ; Wat Phra Kaew && 24.17 km ; Grand Palace && 24.2 km ; Asiatique - The Riverfront && 24.59 km,Suvarnabhumi Airport
1032,10000248,Golden Jade Suvarnabhumi Hotel,"869/1-3 Ladkrabang Soi 1/12 Rd. Ladkrabang, Suvarnabhumi Airport, Bangkok, Thailand, 10520",3.5,8.0,Wat Sangkaracha && 230 m ; Chaolanta Chaika Suvarnabhumi Restaurant && 990 m ; The Paseo Mall && 1.1 km ; Suvarnabhumi Outdoor Market && 1.35 km ; Wat Lan Boon && 1.35 km ; Ladkrabang Railway Station && 1.35 km ; Airport Rail Link Ladkrabang && 1.36 km ; Krua Rabieng Nam Restaurant && 1.48 km ; Wat Latkrabang && 1.7 km ; Mai Hua Takhe Market && 1.93 km,Terminal 21 Shopping Mall && 19.15 km ; Central World && 21.52 km ; Jim Thompson && 22.74 km ; Yaowarat Road && 24.64 km ; Wat Saket && 25.13 km ; Asiatique - The Riverfront && 25.33 km ; Khao San Road && 26.14 km ; Wat Pho Temple && 26.52 km ; Wat Phra Kaew && 26.65 km ; Grand Palace && 26.7 km,Suvarnabhumi Airport
1033,10000249,The Victory Executive Residences Bangkok,"37 Soi Sri Ayuthaya 12, Sri Ayuthaya Road, Rajthevee, Siam, Bangkok, Thailand, 10400",3.0,8.2,King Power Complex && 160 m ; Century Plaza && 220 m ; Sriayudhya School && 290 m ; Raintree && 300 m ; Victory Monument BTS Station && 310 m ; Wang Suan Phakkat Palace && 310 m ; Club Culture && 330 m ; Suan Pakkad Palace && 370 m ; Airport Rail Link Phayathai Station && 410 m ; Saxophone Pub & Restaurant && 420 m,Jim Thompson && 1.51 km ; Central World && 1.58 km ; Wat Saket && 3.34 km ; Terminal 21 Shopping Mall && 3.55 km ; Yaowarat Road && 3.65 km ; Khao San Road && 4.22 km ; Wat Phra Kaew && 4.98 km ; Wat Pho Temple && 5 km ; Grand Palace && 5.01 km ; Asiatique - The Riverfront && 7.2 km,Siam
1034,10000250,41 Suite Bangkok Hotel,"2/39-41 Soi Sukhumvit 41 (Pirom), Klongton Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.2,Ploenchit Center && 80 m ; Dasa Book Café && 160 m ; Tokyo Joe’s && 250 m ; Rain Hill Plaza && 270 m ; Embassy of the Philippines && 300 m ; 24th Avenue && 340 m ; Phrom Phong BTS Station && 350 m ; Baan Thai Wellness Retreat && 350 m ; Laan Gao && 370 m ; Better Being Hospital && 380 m,Terminal 21 Shopping Mall && 1.59 km ; Central World && 4.04 km ; Jim Thompson && 5.26 km ; Yaowarat Road && 6.91 km ; Wat Saket && 7.63 km ; Asiatique - The Riverfront && 8 km ; Khao San Road && 8.7 km ; Wat Pho Temple && 8.83 km ; Wat Phra Kaew && 9.01 km ; Grand Palace && 9.07 km,Sukhumvit
1035,10000251,Lullaby Inn Silom,"18-20-22 Decho Road, Bangrak, Silom, Bangkok, Thailand, 10500",3.0,8.6,V9 Wine Bar & Restaurant && 60 m ; V9 && 70 m ; Baan Silom Arcade && 70 m ; Jewelry Trade Center && 70 m ; House of Chao && 90 m ; Niks/Nava Import Export && 130 m ; Silom Night Market && 140 m ; Panburi Building && 180 m ; Embassy of Burma && 180 m ; Universal Tailors && 190 m,Yaowarat Road && 2.36 km ; Jim Thompson && 2.64 km ; Central World && 2.71 km ; Asiatique - The Riverfront && 3.38 km ; Wat Saket && 3.73 km ; Terminal 21 Shopping Mall && 4.02 km ; Wat Pho Temple && 4.21 km ; Wat Phra Kaew && 4.5 km ; Grand Palace && 4.57 km ; Khao San Road && 4.71 km,Silom
1036,10000252,Hostel Jo Asoke,"25/4 Sukumvit Soi 16, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.5,Embassy of Chile && 130 m ; Embassy of Spain && 140 m ; Dptailors && 200 m ; Consulate of Tunisia && 330 m ; Exchange Tower && 340 m ; Samadha Thai Pants && 340 m ; Adorable Mine Shop && 340 m ; Siam Emporium && 350 m ; Gallery F-Stop && 350 m ; Damanino Bespoke && 410 m,Terminal 21 Shopping Mall && 550 m ; Central World && 2.78 km ; Jim Thompson && 3.99 km ; Yaowarat Road && 5.63 km ; Wat Saket && 6.34 km ; Asiatique - The Riverfront && 7 km ; Khao San Road && 7.42 km ; Wat Pho Temple && 7.54 km ; Wat Phra Kaew && 7.71 km ; Grand Palace && 7.77 km,Sukhumvit
1037,10000253,iCheck inn Silom,"298/3-7 Soi Silom 28, Silom Road, Suriyawong, Bangrak, Silom, Bangkok, Thailand",3.0,8.0,Motif & Maris && 40 m ; Charles Armani && 50 m ; Thaniya Plaza && 90 m ; ARENA'S FASHION && 90 m ; Baan Silom && 110 m ; Wat Prasri Maha Umathewee (Wat Kaek Silom) && 110 m ; Silom Village && 120 m ; Giri's Custom Tailor && 130 m ; Monte Collection && 130 m ; Silom Village Trade Centre && 130 m,Yaowarat Road && 2.18 km ; Jim Thompson && 2.87 km ; Asiatique - The Riverfront && 2.97 km ; Central World && 3.09 km ; Wat Saket && 3.63 km ; Wat Pho Temple && 3.93 km ; Wat Phra Kaew && 4.24 km ; Grand Palace && 4.32 km ; Terminal 21 Shopping Mall && 4.49 km ; Khao San Road && 4.56 km,Silom
1038,10000254,VILLA23 Residence,"116/17 Soi Ramindhra 23, Ramindhra Road, Don Mueang International Airport, Bangkok, Thailand, 10220",3.0,7.8,Foodland Ram-Indra && 750 m ; Wat Siripong Thamnimitr && 770 m ; Phoenix Club && 770 m ; Royal Thai Police Aviation Division && 930 m ; Tesco Lotus Lak Si && 930 m ; Big C Don Muang && 930 m ; Wat Phrasimahatahd && 1.71 km ; Khoompraya && 1.71 km ; Bangbua Restaurant && 1.71 km ; Pore Kungpoa Restaurant && 1.87 km,Terminal 21 Shopping Mall && 16.16 km ; Central World && 16.45 km ; Jim Thompson && 16.83 km ; Wat Saket && 17.96 km ; Khao San Road && 18.28 km ; Yaowarat Road && 18.85 km ; Grand Palace && 19.39 km ; Wat Phra Kaew && 19.4 km ; Wat Pho Temple && 19.61 km ; Asiatique - The Riverfront && 22.49 km,Don Mueang International Airport
1039,10000255,Sourire at Rattanakosin Island Hotel,"235 Rajdamnern Avenue, Bavornniwet, Pra Nakhon, Khaosan, Bangkok, Thailand, 10200",3.0,8.4,Queen Sirikit Art Gallery && 80 m ; Rattanakosin Exhibition Hall && 130 m ; Passport && 140 m ; Contemporart Art Gallery && 150 m ; Democracy Monument && 170 m ; Queen’s Gallery && 190 m ; Satriwithaya School && 200 m ; Royal Pavilion Mahajetsadabodin && 210 m ; RimKhobFah Bookstore && 230 m ; King Rama III Memorial && 250 m,Wat Saket && 500 m ; Khao San Road && 620 m ; Wat Phra Kaew && 1.47 km ; Grand Palace && 1.48 km ; Wat Pho Temple && 1.65 km ; Yaowarat Road && 1.96 km ; Jim Thompson && 2.83 km ; Central World && 4.07 km ; Asiatique - The Riverfront && 5.91 km ; Terminal 21 Shopping Mall && 6.53 km,Khaosan
1040,10000256,Bangphlat Resort,"2 Charansanitwong Rd. 77/1 Bangphlat District, Thonburi, Bangkok, Thailand, 10700",3.0,7.4,Nakornluang Polytechnic College && 600 m ; Payap Pier && 630 m ; Wat Thepnahree Pier && 680 m ; Irrigation Dept. Pier && 730 m ; Wat Thepnari && 820 m ; Wat Thepakorn && 820 m ; Tesco Lotus Charan Sanit Wong && 820 m ; Wat Awutwikasitaram && 820 m ; Krung Thon Bridge (Sung Hi) Pier && 940 m ; Kheaw Khai Ka Pier && 950 m,Khao San Road && 3.55 km ; Wat Saket && 4.06 km ; Grand Palace && 4.58 km ; Wat Phra Kaew && 4.63 km ; Wat Pho Temple && 4.98 km ; Jim Thompson && 5.32 km ; Yaowarat Road && 5.57 km ; Central World && 6.3 km ; Terminal 21 Shopping Mall && 8.54 km ; Asiatique - The Riverfront && 9.59 km,Thonburi
1041,10000257,Hyde Park Hotel Bangkok,"285 Soi Ratchaprarop 12, Ratchaprarop Road, Makkasan, Ratchathewi, Bangkok, Pratunam, Bangkok, Thailand, 10400",3.5,7.9,The Oxford Tailor && 210 m ; Water Bar && 210 m ; The Palladium World Shopping && 230 m ; Sabino Custom Tailor && 240 m ; Bangkok Doll Factory & Museum && 270 m ; Bangkok Dolls && 290 m ; Oasis Outdoor Arena and Creative Market && 290 m ; Airport Rail Link Makkasan Station && 300 m ; Robin Tailor && 320 m ; Santipharp Park && 480 m,Central World && 1.56 km ; Jim Thompson && 2.02 km ; Terminal 21 Shopping Mall && 2.98 km ; Wat Saket && 4.08 km ; Yaowarat Road && 4.25 km ; Khao San Road && 4.99 km ; Wat Pho Temple && 5.72 km ; Wat Phra Kaew && 5.72 km ; Grand Palace && 5.75 km ; Asiatique - The Riverfront && 7.54 km,Pratunam
1042,10000258,Casa Residence Hotel Bangkok,"Soi Chaengwatthana 10 Yak 3 (Benjamit), Don Mueang International Airport, Bangkok, Thailand, 10210",3.0,7.6,Thailand Post && 760 m ; TOT Public Company Limited && 760 m ; Asian Pacific Postal Union Bureau (APPU) && 760 m ; Department of Consular Affairs && 760 m ; Administrative Court && 760 m ; Immigration 1 Division && 760 m ; Government Complex && 840 m ; Consulate General of the Dominican Republic && 1.22 km ; Parso Driving range && 1.26 km ; Big C Chaeng Wattana && 1.36 km,Jim Thompson && 16.42 km ; Central World && 16.45 km ; Khao San Road && 16.81 km ; Wat Saket && 16.82 km ; Terminal 21 Shopping Mall && 16.97 km ; Grand Palace && 17.93 km ; Wat Phra Kaew && 17.96 km ; Yaowarat Road && 18.04 km ; Wat Pho Temple && 18.26 km ; Asiatique - The Riverfront && 22.06 km,Don Mueang International Airport
1043,10000260,Red Planet Bangkok Asoke,"7 Sukhumvit Soi 14, Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.9,Black Swan && 80 m ; Asok BTS Station && 130 m ; Andrew & Walker Custom Clothier && 130 m ; Raja's International Custom Tailors && 130 m ; Tanika Tailor && 150 m ; Muangboran (Ancient City) && 160 m ; Bangkok Bazaar && 160 m ; Inter Milan Tailor & Boutique && 160 m ; Sukumvit Plaza Korean Town && 160 m ; MOONRIVER by VJ && 170 m,Terminal 21 Shopping Mall && 180 m ; Central World && 2.51 km ; Jim Thompson && 3.73 km ; Yaowarat Road && 5.47 km ; Wat Saket && 6.11 km ; Asiatique - The Riverfront && 7.08 km ; Khao San Road && 7.18 km ; Wat Pho Temple && 7.37 km ; Wat Phra Kaew && 7.52 km ; Grand Palace && 7.58 km,Sukhumvit
1044,10000261,China Guest Inn,"14-16 Decho Road Silom Bankrak, Silom, Bangkok, Thailand, 10500",3.0,8.7,V9 Wine Bar & Restaurant && 60 m ; V9 && 70 m ; House of Chao && 70 m ; Baan Silom Arcade && 80 m ; Jewelry Trade Center && 80 m ; Niks/Nava Import Export && 120 m ; Silom Night Market && 140 m ; Universal Tailors && 190 m ; Panburi Building && 190 m ; Embassy of Burma && 190 m,Yaowarat Road && 2.35 km ; Jim Thompson && 2.62 km ; Central World && 2.69 km ; Asiatique - The Riverfront && 3.39 km ; Wat Saket && 3.71 km ; Terminal 21 Shopping Mall && 4.01 km ; Wat Pho Temple && 4.2 km ; Wat Phra Kaew && 4.49 km ; Grand Palace && 4.56 km ; Khao San Road && 4.7 km,Silom
1045,10000262,Lucky Palace Hotel,"6/2 Sukhumvit Road Soi 3/1 (Nana Nue) Klongtoey Nue Sub-District, Wattana District, Sukhumvit, Bangkok, Thailand, 10110",3.0,7.3,Foodland Supermarket Pharmacy && 50 m ; Boss Sukhumvit Tailor && 70 m ; Gulati Bespoke Tailoring && 80 m ; Nana Square && 80 m ; Nana && 80 m ; New Landmark Boutique && 100 m ; Majestic Tailors && 100 m ; Nana District && 100 m ; Embassy of Syria && 110 m ; Rajawongse Clothier && 110 m,Terminal 21 Shopping Mall && 950 m ; Central World && 1.57 km ; Jim Thompson && 2.81 km ; Yaowarat Road && 4.74 km ; Wat Saket && 5.2 km ; Khao San Road && 6.26 km ; Wat Pho Temple && 6.57 km ; Wat Phra Kaew && 6.69 km ; Grand Palace && 6.74 km ; Asiatique - The Riverfront && 6.92 km,Sukhumvit
1046,10000263,Arom d Hostel,"336 Maharaj road, Phranakorn, , Bangkok Riverside, Bangkok, Thailand, 10200",3.0,9.0,Wat Pho Temple && 170 m ; Temple of the Reclining Buddha (Wat Pho) && 170 m ; Tha Tien Pier && 190 m ; Nakarapirom Park && 200 m ; Chakabongse Palace && 260 m ; Wat Pho Thai Traditional Massage School && 310 m ; Wat Arun && 350 m ; Wat Phra Kaew && 470 m ; Royal Thai Navy Convention Hall && 480 m ; Saranrom Royal Garden && 500 m,Wat Pho Temple && 170 m ; Wat Phra Kaew && 470 m ; Grand Palace && 530 m ; Khao San Road && 1.59 km ; Wat Saket && 1.88 km ; Yaowarat Road && 2.05 km ; Jim Thompson && 4.01 km ; Asiatique - The Riverfront && 4.83 km ; Central World && 5.17 km ; Terminal 21 Shopping Mall && 7.51 km,Bangkok Riverside
1047,10000264,Sawasdee Hotel Sukhumvit Soi 8,"42 Sukhumvit Soi 8, Sukhumvit soi 8, Klongtoey, Sukhumvit, Bangkok, Thailand",3.0,7.9,Tailor On Ten && 140 m ; Chuvit Garden && 320 m ; Liu's Bootery && 360 m ; Crown Tailor && 370 m ; St. Marco Tailor && 370 m ; Atelier Azzurro && 370 m ; La Moda && 380 m ; Tom's Fashion && 380 m ; Times Sqare && 390 m ; Living Room && 410 m,Terminal 21 Shopping Mall && 530 m ; Central World && 2.09 km ; Jim Thompson && 3.31 km ; Yaowarat Road && 5.01 km ; Wat Saket && 5.67 km ; Asiatique - The Riverfront && 6.69 km ; Khao San Road && 6.74 km ; Wat Pho Temple && 6.91 km ; Wat Phra Kaew && 7.07 km ; Grand Palace && 7.12 km,Sukhumvit
1048,10000265,La Residence Bangkok,"173/8-9 Surawong road (corner of soi Anumanrajdhon), Bangrak,, Silom, Bangkok, Thailand, 10500",3.0,8.1,House of Chao && 100 m ; Niks/Nava Import Export && 110 m ; V9 Wine Bar & Restaurant && 120 m ; V9 && 120 m ; Silom Night Market && 140 m ; Jewelry Trade Center && 180 m ; Baan Silom Arcade && 180 m ; Consulate of Madagascar && 240 m ; Sunny Camera && 260 m ; Excelsior Custom Tailors && 280 m,Yaowarat Road && 2.33 km ; Jim Thompson && 2.48 km ; Central World && 2.53 km ; Asiatique - The Riverfront && 3.55 km ; Wat Saket && 3.66 km ; Terminal 21 Shopping Mall && 3.88 km ; Wat Pho Temple && 4.21 km ; Wat Phra Kaew && 4.49 km ; Grand Palace && 4.56 km ; Khao San Road && 4.66 km,Silom
1049,10000266,King One Serviced Apartment,"789 Moo 9, Soi Lat Krabang 14/1, Lat Krabang Rd., Suvarnabhumi Airport, Bangkok, Thailand, 10540",3.5,7.4,Mai Hua Takhe Market && 830 m ; Sirindhorn Hospital && 900 m ; Sirinthorn Hospital && 1.07 km ; Wat Lan Boon && 1.15 km ; Suvarnabhumi Outdoor Market && 1.15 km ; The Paseo Mall && 1.34 km ; Wat Sangkaracha && 2.56 km ; Chaolanta Chaika Suvarnabhumi Restaurant && 2.9 km ; Airport Rail Link Ban Thap Chang Station && 3.17 km ; Ladkrabang Railway Station && 3.77 km,Terminal 21 Shopping Mall && 16.92 km ; Central World && 19.32 km ; Jim Thompson && 20.55 km ; Yaowarat Road && 22.4 km ; Wat Saket && 22.94 km ; Asiatique - The Riverfront && 22.96 km ; Khao San Road && 23.98 km ; Wat Pho Temple && 24.3 km ; Wat Phra Kaew && 24.44 km ; Grand Palace && 24.49 km,Suvarnabhumi Airport
1050,10000267,Golden House,"1025/5-9 Ploenchit Road, Lumpini, Patumwan, Siam, Bangkok, Thailand, 10330",3.0,8.9,Chit Lom BTS Station && 30 m ; Mater Dei School && 110 m ; Central Plaza Chidlom && 150 m ; Amarin Plaza && 170 m ; Absolute Yoga && 180 m ; AAA Thai Language Center && 180 m ; Foreign Correspondents’ Club of Thailand (Fcct) && 180 m ; RJ Uomo && 190 m ; Gaysorn Shopping Center && 200 m ; Ploenchit Tower && 240 m,Central World && 420 m ; Jim Thompson && 1.66 km ; Terminal 21 Shopping Mall && 2.04 km ; Yaowarat Road && 3.63 km ; Wat Saket && 4.06 km ; Khao San Road && 5.12 km ; Wat Pho Temple && 5.43 km ; Wat Phra Kaew && 5.54 km ; Grand Palace && 5.59 km ; Asiatique - The Riverfront && 6.22 km,Siam
1051,10000268,Bangkok City Inn Hotel,"43/5 Rajdamri Road, Prathumwan, Siam, Bangkok, Thailand",3.0,8.8,Royal Asia Boutique && 30 m ; Pratunam Pier && 40 m ; Papaya Furniture && 40 m ; Trimurti Shrine && 110 m ; Pratunum Market && 170 m ; Amari Tailor && 170 m ; Ganesha Shrine && 190 m ; Pratunam Center && 190 m ; Platinum Fashion Mall && 190 m ; Paul's Fashion && 190 m,Central World && 420 m ; Jim Thompson && 1.43 km ; Terminal 21 Shopping Mall && 2.4 km ; Yaowarat Road && 3.57 km ; Wat Saket && 3.81 km ; Khao San Road && 4.84 km ; Wat Pho Temple && 5.28 km ; Wat Phra Kaew && 5.36 km ; Grand Palace && 5.4 km ; Asiatique - The Riverfront && 6.48 km,Siam
1052,10000271,Sunny Stone Villa,"No.85 Soi Pridi Banomyong 26 Sukhumvit 71 Bankgok, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.0,Embassy of the Federal Republic of Nigeria && 870 m ; Embassy of Nepal && 1.21 km ; Wat Mahabut && 1.34 km ; Toot Yung Art Center && 1.52 km ; W Market && 1.62 km ; Enlever Ses Vetements && 1.68 km ; Herrmann Suits && 1.72 km ; HOF Art Space at W District && 1.74 km ; Phra Khanong BTS Station && 1.75 km ; The Boss Avenue (Tailor) && 1.75 km,Terminal 21 Shopping Mall && 4.81 km ; Central World && 7.27 km ; Jim Thompson && 8.51 km ; Yaowarat Road && 10.25 km ; Wat Saket && 10.9 km ; Asiatique - The Riverfront && 11.08 km ; Khao San Road && 11.96 km ; Wat Pho Temple && 12.17 km ; Wat Phra Kaew && 12.33 km ; Grand Palace && 12.38 km,Sukhumvit
